noteId,noteAuthorParticipantId_x,createdAtMillis_x,tweetId,classification,summary,timestampMillisOfFirstNonNMRStatus,firstNonNMRStatus,found_keywords
1797467234790478164,0657F2B4B95F9116FFB1F6671842C215E1D2E2B5081B1E6AB4F4F2D362E82255,1717384558757,1797372860417327210,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Most of what is being claimed in this video is nonsense.  Medieval people bathed, cleaned, cared about hygiene, etc.  Also Versailles &amp; Louis XIV are not even medieval.    https://twitter.com/fakehistoryhunt/status/1724028943324373228    https://www.medievalists.net/2013/04/did-people-in-the-middle-ages-take-baths/    https://www.historyextra.com/period/medieval/did-medieval-people-take-baths-why-they-were-cleaner-than-we-think-middle-ages-hygiene-handwash-washing-cleanliness-coronavirus-plague-covid/    http://www.todayifoundout.com/index.php/2019/08/did-people-in-medieval-times-really-not-bathe/    https://www.ancient.eu/Medieval_Hygiene/    https://fakehistoryhunter.net/2019/09/10/medieval-myths-bingo/    https://daily.jstor.org/scrub-a-dub-in-a-medieval-tub/    https://twitter.com/fakehistoryhunt/status/1541408581932679169    https://twitter.com/fakehistoryhunt/status/1649562680183738370    https://twitter.com/fakehistoryhunt/status/1667986844573741057    https://twitter.com/TimONeill007/status/1694816860674609562      http://en.chateauversailles.fr/discover/history/key-dates/day-life-louis-xiv#mornings    https://www.parismatch.com/Royal-Blog/Louis-XIV-prenait-des-bains-de-riviere-et-des-bains-de-chambre-1721971    https://www.persee.fr/doc/versa_1285-8412_2014_num_17_1_940    http://histoire-vesinet.org/vasque.htm    https://aproprementparler.wordpress.com/2015/12/11/pierre-louis-xiv-et-la-proprete-une-sale-affaire/    https://twitter.com/invitinghistory/status/1694769829146726812    https://twitter.com/invitinghistory/status/1726357161188442153",1717439927645.0,CURRENTLY_RATED_HELPFUL,['Covid']
1797756634921324552,0F74786CDD021E73C61ACD98FD11C5241396BD8F041AFCF9C01A22FF99631207,1717453557126,1797322855123763417,MISINFORMED_OR_POTENTIALLY_MISLEADING,Joe Biden daily accuses his political opposition Donald Trump of dishonesty and racism without valid evidence.     https://x.com/JoeBiden/status/1797322855123763417?t=0cJyMEqiZGX6C_E_R3kDcw&amp;s=19,,,"['biden', 'Trump']"
1747547132507439443,6708448CAA6C43ABA5B5F4BCF26AE382905B61738D861EC09703FFC1BCBA20A3,1705482678904,1747208500042731970,NOT_MISLEADING,Trump wasn’t found guilty or not guilty in relation to E Jean Carroll since it was a civil case. He was found liable for sexually assaulting her in a way which the judge said would be considered rape in some jurisdictions outside New York. Something to argue in the replies. https://amp.theguardian.com/us-news/2023/aug/07/donald-trump-rape-language-e-jean-carroll ,,,['Trump']
1847994076031000609,9DBAEF8151636AA776ACE4FA3A939826E1A358FA232E99EF645D5AEFFBE9DCB0,1729431096453,1847985969649045650,NOT_MISLEADING,NNN I checked using CNs link and found same as in post.   Then I ran it myself and found Trump up 2 points.    https://www.realclearpolling.com/latest-polls   ,,,['Trump']
1707525539958067341,ADCD3DCCC75C42DD4E5C99EDD26249F3D2242CB5F016334D2BF5B12C1228DEFA,1695940787673,1707159123056558201,NOT_MISLEADING,元ツイートの通り、自民党草案（リンク先PDF）からは「絶対に」という言葉が削除されています。    日本国憲法改正草案 | 資料 | 自由民主党 憲法改正実現本部 - https://constitution.jimin.jp/document/draft/,,,['constitution']
1808651218262372559,9A4606F9B32F86C40469FA365DB06351BDE185491B29ECC98695D26DD1A40932,1720051028207,1808344267208704040,NOT_MISLEADING,&quot;Patten stressed ... that the team’s visit was not to investigate allegations of sexual violence...&quot;    &quot;Patten said the team was not able to meet with any victims...&quot;    &quot;...two allegations of sexual violence...were unfounded...&quot;    &quot;...the crime scene had been altered...&quot;    https://apnews.com/article/israel-palestinians-un-rape-oct7-hamas-gaza-fe1a35767a63666fe4dc1c97e397177e,,,"['Hamas', 'Israel']"
1700855904483021002,8192FA04E299CD16CF98978E54464CABD4DA6C6F44D97A9F5B5A9391E5F59E98,1694350622658,1700681327824310441,NOT_MISLEADING,"The sources below shows more people giving the finger to Trump. If you are partially blind, please recheck your sources before posting a CN",,,['Trump']
1669277732780515335,1638F94CD30E59DC1222894802246AB3D9B894108D604C5DF51907F64ED6F3C3,1686821799833,1669276126374694913,MISINFORMED_OR_POTENTIALLY_MISLEADING,The Federal Government will will spend more than $8 billion on housing and homelessness in 2023-24.    https://amp.smh.com.au/politics/federal/labor-says-greens-blocking-housing-will-be-a-betrayal-20230610-p5dfjv.html    The Housing Australia Future Fund alone will spend more than $500 million a year.    https://amp.theguardian.com/australia-news/2023/jun/13/labor-guarantees-minimum-500m-each-year-for-housing-in-bid-to-win-greens-support,,,['federal']
1785497551141224551,4C98DA1FC00188BCE31E0326C210AA86CBDA6210EDC2B33C3467893D3151972F,1714530763789,1785486314588266899,MISINFORMED_OR_POTENTIALLY_MISLEADING,NYPD activities were not related to First Amendment rights. The NYPD issued an order for individuals to disperse near the gate to Columbia’s campus at 116th Street and Amsterdam Avenue. Failure to disperse is a violation of NY PEN § 240.10. https://www.washingtonpost.com/education/2024/04/30/columbia-university-protests-palestine-news/#link-UISFXGMMFNBTJBIPKTK4LZNMDM  https://www.nysenate.gov/legislation/laws/PEN/240.10,,,"['amendment', 'legislation', 'rights']"
1449794393745997824,10F08E6DBC4BD90750CE14E4F092D3CD50B75529BD34B53228EBFE6A89D4F505,1634492894004,1449787334921265152,MISINFORMED_OR_POTENTIALLY_MISLEADING,The article doesn’t say people who’ve gotten covid are more immune that vaccinated people the article says people who’ve gotten covid AND been vaccinated have more immunity than either on it’s own. Why is Ann trying to mislead? https://twitter.com/badfoxgraphics/status/1449790822539464704?s=21,,,['Covid']
1718408132928426353,7B555F100120EF6A1D6D294697130F3C8DFC5E51695657B02CECEB22CE445510,1698535400025,1718320495295123856,NOT_MISLEADING,"En este diario de Turquìa, queda claro que la convocatoria es para apoyar a Palestina y en consecuencia a Hamas, por medio del ataque a todos los que apoyan a Israel. No ahy ue ser experto para entender el papel del DICTADOR COMUNISTA Erdogan.  https://www.duvarenglish.com/pro-palestinian-rally-held-in-istanbul-on-eve-of-centenary-of-republic-news-63224",,,"['Hamas', 'Israel', 'rally']"
1588857446499602432,F3442EE2C62FF03AB4083BDFB6448F024D0B99E2DFCDE5B004F290094E475B32,1667648109446,1588561714018131970,MISINFORMED_OR_POTENTIALLY_MISLEADING,Recent declines in average gas prices are only a snapshot of the overall trend. Avg YoY price for gas is UP about 10% and UP 30% from when the President took office.    https://gasprices.aaa.com/  ,,,['president']
1850969337676390777,513E05EFC8451B3156F05CE6533E8DFAA3CC98D95E923A8A9BF5A8F6B2613C14,1730140454106,1850944284918219066,MISINFORMED_OR_POTENTIALLY_MISLEADING,The FBI is investigating this incident and have not released any information relating to suspects or motive.    https://katu.com/news/local/vancouver-ballot-box-seen-smoking-same-morning-as-portland-ballot-box-arson,,,['Ballot']
1734955304926822846,1BFB8070AEEFA9E2FC0F3CB8A6DCBBD72F9AF5CFF14D0DBC5BCEE0444BB367F3,1702480553264,1734709711105151068,NOT_MISLEADING,"NNN, the proposed note is conflating foreign born with foreign national. According to the document linked 19.3% of NHS workers are foreign nationals. Foreign born NHS workers should include nationalized citizens  The number of foreign born residents is lower at 14.8% https://iasservices.org.uk/how-many-immigrants-are-in-the-uk/#:~:text=As%20of%20the%20year%20ending,were%20born%20outside%20the%20EU.",,,['foreign']
1779056269749358959,ADB9B093F380519CDA8B7EA1A75031A6C4A48BD1E8699F704FC7D0A3318EA98F,1712995042633,1778495576516026556,MISINFORMED_OR_POTENTIALLY_MISLEADING,private individuals do not have an unqualified right to engage in free expression and assembly on private property    https://www.justia.com/criminal/docs/calcrim/3400/3475/    there is no case law that indicates this is voided when the event is “school sanctioned” and held at a private home.     https://time.com/6966194/berkeley-law-school-muslim-student-protest-erwin-chemerinsky-free-speech/,,,"['assembly', 'law']"
1765560344091787384,7FC3C811516F4DEABCE693E354DC16D01E12D57B291FA95D6B5B8459E70DE1AF,1709777363214,1765498588610597341,MISINFORMED_OR_POTENTIALLY_MISLEADING,This post is missing context. North Carolina Lt. Gov. Mark Robinson's full remarks reveal that he was not against women having the right to vote but rather was making a larger point about the role that he believed Republicans played in the passage of the 19th Amendment.    https://www.snopes.com/news/2024/03/06/mark-robinson-women-vote/,,,"['amendment', 'vote']"
1832939036039840128,72165726C08C3303436B61A860EF573ECDEDC80BD68DA13D3716965499823EA6,1725841695209,1832885577093419421,NOT_MISLEADING,"NNN. The note above is both incorrect, and an abuse of the CN system. The author knows to post it on the original post, which they did, and not spam every repost.    And here is the source proving OP is correct:  https://turner.house.gov/2024/8/turner-cancel-don-t-just-pause-biden-administration-disastrous-haitian-importation-immigration-policy#:~:text=%E2%80%9CThis%20illegal%20DHS%20program%20has,havoc%20their%20policies%20have%20caused.",,,"['biden', 'immigration', 'policy']"
1595125531908853760,A167100D0588DADC3C13B818017914383D206715AF5A5BD03ED05B4202A10003,1669142537463,1594508137255800833,MISINFORMED_OR_POTENTIALLY_MISLEADING,Jeffries criticized Trump's legitimacy on the grounds of Russian election interference.  Investigations have repeatedly found Russia interfered in the 2016 election to benefit Trump.  https://www.npr.org/2019/04/18/714667960/redacted-mueller-report-is-released  https://www.pbs.org/newshour/politics/senate-panel-finds-russia-interfered-in-the-2016-us-election    A Russian oligarch admitted to interfering several weeks ago. https://www.cnn.com/2022/11/07/europe/yevgeny-prigozhin-russia-us-election-meddling-intl/index.html,,,"['election', 'Senate', 'Trump']"
1853948818917564791,A2DCBC083D543BAB7090A50C30F1E4CE6F45DE7C344BE234A452B202C19991D5,1730850817790,1853945745725870101,MISINFORMED_OR_POTENTIALLY_MISLEADING,This is Obama’s post.     https://x.com/barackobama/status/1853904959412338963?s=46,,,['Obama']
1753043570917867857,469F3CC5FF1CCAC11C48BD340DDF72D29A51AA9D2A283169E48B19EDA2A41626,1706793131937,1753014108633338341,MISINFORMED_OR_POTENTIALLY_MISLEADING," It has been demonstrated again and again that Hamas terrorists targeted civilians, and there are numerous testimonies, including by  Hamas terrorists themselves regarding the torture, rape, and murder of innocent civilians.      https://middleeastmonitor.com/20231211-survivor-of-kibbutz-beeri-incident-reveals-harrowing-details-of-israeli-forces-assault/amp/    https://amp.theguardian.com/world/2023/oct/11/it-was-a-pogrom-beeri-survivors-horrific-attack-hamas-terrorists    https://nypost.com/2023/10/17/hamas-killed-mom-in-front-of-her-two-young-boys-booby-trapped-her-body/amp/    https://nypost.com/2023/12/07/news/nova-festival-survivor-seen-in-haunting-image-recounts-moment-hamas-killed-her-friends/amp/    https://nytimes.com/2023/12/28/world/middleeast/oct-7-attacks-hamas-israel-sexual-violence.html    https://ynetnews.com/magazine/article/ryhylpgmp  ",,,"['Hamas', 'Israel']"
1848756542201356453,446DEA9D1856C8A831998FC25F299D743EFB8C1EB0EB8D95B9E5EF782478C11F,1729612882553,1847341530979156410,NOT_MISLEADING,"The article clearly explains that there's more to being a McDonald's employee than dropping fries in oil a time or two. Trump clearly did not experience the stress, rushing, or upset customers that actually come with the job.",,,['Trump']
1739783671442292987,EE696AA622B07B9A37282616C8E450EA5AA57376AD10735F44037DAD4BEC586B,1703631725549,1739756624238223605,MISINFORMED_OR_POTENTIALLY_MISLEADING,  OP does not provide any verified sources related to 2023 war or last decade.   It presents in reply sources from 2009 which refers to practice ended in 1990.  The guidelines at that time were not clear.  No evidence Palestinians were killed for their organs.     1.https://www.theguardian.com/world/2009/dec/21/israeli-pathologists-harvested-organs  2.https://www.newsweek.com/israel-organ-harvesting-allegations-explained-1847101  ,,,['Israel']
1717021855062646863,A8A4B1A98BE897BEE959B9182694F8544F571FE5AAB658421B199452396FC4C2,1698204885630,1716874448694096095,NOT_MISLEADING,"The proposed note contains a misleading partial quote from the article.    As stated by the article, &quot;the attackers killed at least one civilian and potentially others outside the kibbutz gates&quot;.    https://www.cnn.com/2023/10/18/middleeast/hamas-documents-invs/index.html    NNN",,,['Hamas']
1714723251165790441,470DAEC74D24A0A6EF9BECE11ED4DDCBD06E829C791781B23E30C7CD2D8A625F,1697656855747,1714680048933101815,NOT_MISLEADING,"Hasan is speaking factually in the first part of the post.  https://www.theguardian.com/world/2023/oct/17/crisis-gaza-why-food-water-power-running-out  While his numbers may or may not be accurate, Hasan is a Twitch streamer and not a politician or news journalist. He covers news but is subject to being incorrect if his chosen sources are also not verified or updated.",,,['power']
1794819047793610851,23384C55F85733109984573E8199F47F1A9A089A4F7B62E574EDA378A3CCD0AD,1716753181776,1794786375813714198,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This report is unconfirmed, the claim that the killed unarmed man was a spy was from the family of the shooter. The family of the killed man claims otherwise on their Change.org page.    https://www.change.org/p/justice-for-ramzan-daraev",1716766651614.0,CURRENTLY_RATED_NOT_HELPFUL,['justice']
1780684918764499392,53BF5AF48010742F3A00F60B84D4A58914BD2A63ED3DEA5F17C51BD8561F74D3,1713383342816,1780649744844399054,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Azov Battalion has not existed since 2014. It was absorbed into the National Guard and any far right extremists were purged. Characterizing the Ukrainian military as being nazis is objectively false, and indeed is frequently repeated Russian propaganda.    https://lens.monash.edu/@politics-society/2022/08/19/1384992/much-azov-about-nothing-how-the-ukrainian-neo-nazis-canard-fooled-the-world",,,['military']
1738667826347458967,7EBD0E8359A4B4FE184447A42021D0B193CC2820D1D41CC435EB643BEF1CCB9A,1703365687346,1738636652594000367,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Während die Hamburger Polizei dieser Darstellung widerspricht, bestätigt das jordanische Außenministerium den Tod. Somit sollten die Statements von beiden Seiten mit Vorsicht genossen werden und abgewartet werden, bis mehr bekannt ist.    https://twitter.com/PolizeiHamburg/status/1738636652594000367?t=xlSDrwFBAXwaRJazuQ5iyg&amp;s=19    https://en.royanews.tv/news/47765/Foreign%20Ministry%20statement%20regarding%20death%20of%20Jordanian%20student%20in%20Germany",1703408482626.0,CURRENTLY_RATED_NOT_HELPFUL,['foreign']
1807282361819615388,445376C956170F8784603E39590D17FF1336C74574908C6C608436522159652F,1719724667395,1807139213554462847,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Coronavirus não é o mesmo que resfriado comum.    Coronavirus é uma família de centenas de vírus, que podem causar inúmeras patologias, incluindo mas não limitando a resfriado.    A pandemia de COVID-19 foi causada pelo Sars-Cov-2.    Essa desinformação circula desde 2021:  https://fullfact.org/online/coronavirus-textbook-1989-common-cold/    https://www.usatoday.com/story/news/factcheck/2020/05/29/fact-check-textbooks-definition-coronavirus-excludes-covid-19/5259551002/    https://www.saude.sc.gov.br/coronavirus/doenca.html    https://health.hawaii.gov/docd/disease_listing/coronaviruses/",1719734593823.0,CURRENTLY_RATED_HELPFUL,['Covid']
1747709871993078246,3D6C9C6251E97B0041A09431D4AB5E3269AB36EA44A113AF387371704460858B,1705521479021,1747638741315866883,NOT_MISLEADING,"NNN-Everything in the tweet is factually correct. Trump was found liable by a jury for sexual abuse and defamation in the first trial. Your opinion about the validity of her original claim should be made as a comment, not a note.   https://apnews.com/article/trump-rape-carroll-trial-fe68259a4b98bb3947d42af9ec83d7db",,,['Trump']
1751314201019326909,8F546E7CCAF86FC04097D9A80AB779270141262AB882B85EA35D54F27C997465,1706380818025,1751022684408799404,MISINFORMED_OR_POTENTIALLY_MISLEADING,the case filed by SA was not about stopping Israel defending itself but alleged violations of Genocide Convention.  The ICJ did find the case had merit to further proceed &amp; also made orders that Israel take all measures to prevent the commission of genocide      https://www.icj-cij.org/sites/default/files/case-related/192/192-20240126-ord-01-00-en.pdf,,,['Israel']
1734728762992869854,F735563C1D6CACAE98B239A5BF3B6B29334E5A32093D655B66C4A4A96408409D,1702426541454,1734532896655098307,MISINFORMED_OR_POTENTIALLY_MISLEADING,"No, COVID-19 vaccines do not cause fetal loss, stillbirths or miscarriages. There is no evidence COVID-19 vaccines are causing vaccinated mothers to have pregnancy complications. Studies show COVID-19 vaccines reduce the risk of stillbirths and miscarriages    https://www.nature.com/articles/s41467-022-30052-w  https://obgyn.onlinelibrary.wiley.com/doi/10.1111/1471-0528.17721",,,['Covid']
1779921618430578834,564BF6CB5AF732DF2BE438774F920985B980B059C6BCDD11F4688F225D4023D3,1713201357836,1770423865337848062,NOT_MISLEADING,"The community note is inaccurate and uses biased language. Multiple Sources: EIA, White House &amp; The Cambridge Bitcoin Electricity Consumption Index. CBECI shows bitcoin requires nearly as much energy as powering all the lights+TVs in the U.S. https://ccaf.io/cbnsi/cbeci/comparisons",,,['White house']
1812868003861774802,B80C23E191B9EAA7F44044260C86861C7565C97E0C43487BCEC10C158C678D85,1721056388235,1812813381599895615,NOT_MISLEADING,NNN    Clearly factual. This is word for word the press release that CNN put out.     https://www.cnn.com/2024/07/14/media/msnbc-morning-joe-pulled-trump-assassination/index.html,,,['Trump']
1834629163074097439,1F19112D4D120B3E8A09EC0F1C770B1E52020173A9CEEAFE49D21A6305D49B79,1726244652895,1833538213778231372,MISINFORMED_OR_POTENTIALLY_MISLEADING,"No cause of death has been determined, or announced.    It is not known if Chance Gainer was COVID-19 vaccinated.    Young athletes have an increased risk of suffering from sudden cardiac arrest.    https://www.techarp.com/sports/chance-gainer-die-covid-19-vaccine/  https://publications.aap.org/pediatrics/article/129/4/e1094/32355/Pediatric-Sudden-Cardiac-Arrest  https://www.medrxiv.org/content/10.1101/2023.02.13.23285851v1  https://www.reuters.com/article/factcheck-coronavirus-fifa-idUSL1N2SL1NJ/  https://www.aspetar.com/journal/viewarticle.aspx?id=552 https://www.factcheck.org/2023/01/scicheck-no-surge-in-athlete-deaths-contrary-to-widespread-anti-vaccine-claims/",,,['Covid']
1669609545386143745,8EE3640A69DA999E43F88BF0A6D4E1B312298793296D624D26B9F17861AC0AA0,1686900910124,1669112177586851840,MISINFORMED_OR_POTENTIALLY_MISLEADING,According to the ECDC last communication on June 2023:   &quot;Most children do not develop symptoms when infected with the virus or they develop a very mild form of COVID-19.&quot;.     This is reassuring and in line with world data. The US exaggerated COVID in children.     Please refer to  https://www.ecdc.europa.eu/en/covid-19/questions-answers/questions-answers-school-transmission ,,,['Covid']
1766647437756665983,DA39066245F2AC92525E5D625E84818AC0CEC3883DFCCF6D413B567EE8264911,1710036546542,1766198596863484142,NOT_MISLEADING,"The data about the number of children murdered in Gaza is accurate.   https://amp.theguardian.com/world/2023/oct/26/can-we-trust-casualty-figures-from-the-hamas-run-gaza-health-ministry    https://www.reuters.com/world/middle-east/despite-bidens-doubts-humanitarian-agencies-consider-gaza-toll-reliable-2023-10-27/    Israeli intelligence officials have admitted to relying on civilian death toll statistics collated by Gaza's health ministry, despite Tel Aviv publicly undermining the ministry's reliability  https://www.newarab.com/news/israeli-intel-confirms-gaza-health-ministry-stats-reliable?amp",,,['Hamas']
1851155266768670841,437285BBADE951DA03998D2408D22CE4DB85C8E39E0656E96530C6CB9A22E376,1730184783056,1850769484425961982,MISINFORMED_OR_POTENTIALLY_MISLEADING,The head he is alluding to is the President of the republic of Kenya who has been accused of several abduction and extra-judicial killings  of Kenyans who criticise his leadership.     https://www.standardmedia.co.ke/amp/national/article/2001502707/of-broken-promises-ruto-faces-criticism-over-abductions-extra-judicial-killings,,,['president']
1654230597764538368,AD0DB54CD9241E18B2F454DE835E4F67829DF63D5B3FBE88BB197EA789CC89ED,1683234283281,1653887683469643776,MISINFORMED_OR_POTENTIALLY_MISLEADING,The liberal Justice published a book and disclosed the advance. ,,,"['justice', 'liberal']"
1745105414910316598,D81A6509E351691C7D737026D16929DDDC0ECF828BFC771092798B60066B8518,1704900528064,1744714354614788522,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Gabriel Attal is Jewish on his father's side, but was raised as an Orthodox Christian by his french and Greek-Russian mother.  The prime minister position in France is not the actual head-of state (the President is), unlike the PM of Israel.  https://en.wikipedia.org/wiki/Gabriel_Attal?wprov=sfla1  https://en.wikipedia.org/wiki/Prime_Minister_of_France?wprov=sfla1",,,"['Israel', 'president', 'state']"
1784936267831996689,06F65FDEB98169809243CAF5AEBA4771B5CDA7C5E59BD768C3CC28EC3DDF3C55,1714396943422,1784858532929519710,MISINFORMED_OR_POTENTIALLY_MISLEADING,Humza Yousaf is not an immigrant. He was born in Glasgow.    https://www.gov.scot/about/who-runs-government/first-minister/biography-humza-yousaf/    Yousaf’s speech was about the lack of people of colour in positions of power. The speech did not assert that white people make up too large a proportion of Scotland’s population.    https://news.stv.tv/politics/police-receive-complaints-over-speech-in-scottish-parliament-by-humza-yousaf-as-hate-crime-act-implemented,,,"['parliament', 'power']"
1788535369325052249,5B48025A1EA29BAE41705304EED11346FF80EA6BA233FD78674DC0A9B6C0D426,1715255036086,1788237364436893845,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The author of this post had admitted the infograph author has misrepresented the polling data and the numbers represent people finding certain aspects of Soviet period good, not USSR in general being preferable.    https://twitter.com/TheDougMonkey/status/1788268444816740652?t=2iitu3lwdieipj63GI0SVg&amp;s=19    Majority of Eastern Europe support transition to free market.    https://www.pewresearch.org/global/2019/10/15/european-public-opinion-three-decades-after-the-fall-of-communism/",,,['polling']
1755683566019551305,456588E8550601B17FA8EF69239E01FFBEE02E682FC60C3D00F420CE21DE6DFB,1707422555818,1755405105191354848,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Lawyers defending Tucker Carlson argued in open court that his statements on television were so hyperbolic, that a reasonable viewer wouldn’t consider them to be factual. Factual statements are critical part of being a journalist:    https://www.ifj.org/who/rules-and-policy/global-charter-of-ethics-for-journalists    https://www.npr.org/2020/09/29/917747123/you-literally-cant-believe-the-facts-tucker-carlson-tells-you-so-say-fox-s-lawye",,,['policy']
1818486771849494905,BCD8820EFD1B4BCBAB0C7D4D9FB9597DC172570F13B3086F77DB8EFBC55EAC65,1722396006916,1818444004041642397,NOT_MISLEADING,"NNN.     The CNE is controlled by Nicolas Maduro. And no other countries beside authoritarian or priory allies of Venezuela has recognized Madure's re-election    https://www.bbc.com/news/articles/c720dr48g1po    The link can be false, but the note proposed does not deny any allegations ",,,"['authoritarian', 'election']"
1749895443725590597,F2DE39AC4D9B5E7D421B068501B6FD55336F1EE3E88FB88156B8784240D71EA5,1706042559923,1749884786452070742,MISINFORMED_OR_POTENTIALLY_MISLEADING,According to media and official IDF spokespersons there is no confirmation that all the arrested and stripped naked men are Hamas fighters.     Many of them already released after weeks of detaining without charges.       https://www.washingtonpost.com/world/2023/12/13/gaza-palestinian-detainee-photos-israel/,,,"['Hamas', 'Israel']"
